name,iou,precision,recall
0001,0.5213543055185146,0.5213543055185146,0.9999999999999488
0002,0.27257811917368674,0.27257811917368674,0.9999999999999658
0003,0.2739591147786925,0.2739591147786925,0.9999999999999716
0004,0.5501767676767538,0.5501767676767538,0.999999999999954
0005,0.45785940704828537,0.45785940704828537,0.9999999999999593
